"TIME","y6","AD5"
2.176067217,4.06329,4
2.176112113,4.06329,4
2.176899817,4.06329,4
2.177091197,4.06329,4
2.177114182,4.06329,4
2.177923497,4.06329,4
2.178115188,4.06329,4
2.178127217,4.06329,4
2.178947337,4.06329,4
2.179124012,4.06329,4
2.179145734,4.06329,4
2.179971257,4.0633,4
2.180060131,4.0633,4
2.180166993,4.0633,4
2.180995217,4.0633,4
2.18104019,4.0633,4
2.181189622,4.0633,4
2.182019197,4.0633,4
2.18204222,4.0633,4
2.182212455,4.0633,4
2.183043188,4.0633,4
2.183055234,4.0633,4
2.183235816,4.0633,4
2.18393803,4.0633,4
2.184073742,4.0633,4
2.184259497,4.0633,4
2.184611141,4.0633,4
2.185094996,4.0633,4
2.185283337,4.0633,4
2.185459696,4.0633,4
2.186117622,4.0633,4
2.186307257,4.0633,4
2.186395974,4.0633,4
2.187140457,4.0633,4
2.187331217,4.0633,4
2.187376113,4.0633,4
2.188163817,4.0633,4
2.188355197,4.0633,4
2.188378182,4.0633,4
2.189187497,4.0633,4
2.189379188,4.0633,4
2.189391217,4.0633,4
2.190211337,4.0633,4
2.190388012,4.0633,4
2.190409734,4.0633,4
2.191235257,4.0633,4
2.191324131,4.0633,4
2.191430993,4.0633,4
2.192259217,4.0633,4
2.19230419,4.0633,4
2.192453622,4.0633,4
2.193283197,4.0633,4
2.19330622,4.0633,4
2.193476455,4.0633,4
2.194307187,4.0633,4
2.194319234,4.0633,4
2.194499816,4.0633,4
2.19520203,4.0633,4
2.195337742,4.0633,4
2.195523497,4.0633,4
2.195875141,4.0633,4
2.196358996,4.0633,4
2.196547337,4.0633,4
2.196723696,4.0633,4
2.197381622,4.0633,4
2.197571257,4.0633,4
2.197659974,4.0633,4
2.198404457,4.0633,4
2.198595217,4.06331,4
2.198640113,4.06331,4
2.199427817,4.06331,4
2.199619197,4.06331,4
2.199642182,4.06331,4
2.200451497,4.06331,4
2.200643187,4.06331,4
2.200655217,4.06331,4
2.201475337,4.06331,4
2.201652012,4.06331,4
2.201673734,4.06331,4
2.202499257,4.06331,4
2.202588131,4.06331,4
2.202694993,4.06331,4
2.203523217,4.06331,4
2.20356819,4.06331,4
2.203717622,4.06331,4
2.204547197,4.06331,4
2.20457022,4.06331,4
2.204740455,4.06331,4
2.205571187,4.06331,4
2.205583234,4.06331,4
2.205763816,4.06331,4
2.20646603,4.06331,4
2.206601742,4.06331,4
2.206787497,4.06331,4
2.207139141,4.06331,4
2.207622996,4.06331,4
2.207811337,4.06331,4
2.207987696,4.06331,4
2.208645622,4.06331,4
2.208835257,4.06331,4
2.208923974,4.06331,4
2.209668457,4.06331,4
2.209859217,4.06331,4
2.209904113,4.06331,4
2.210691817,4.06331,4
2.210883197,4.06331,4
2.210906182,4.06331,4
2.211715497,4.06331,4
2.211907188,4.06331,4
2.211919217,4.06331,4
2.212739337,4.06331,4
2.212916012,4.06331,4
2.212937734,4.06331,4
2.213763257,4.06331,4
2.213852131,4.06331,4
2.213958993,4.06331,4
2.214787217,4.06331,4
2.21483219,4.06331,4
2.214981622,4.06331,4
2.215811197,4.06331,4
2.21583422,4.06331,4
2.216004455,4.06331,4
2.216835188,4.06331,4
2.216847234,4.06331,4
2.217027816,4.06331,4
2.21773003,4.06331,4
2.217865742,4.06331,4
2.218051497,4.06331,4
2.218403141,4.06331,4
2.218886996,4.06331,4
2.219075337,4.06331,4
2.219251696,4.06331,4
2.219909622,4.06331,4
2.220099257,4.06331,4
2.220187974,4.06331,4
2.220932457,4.06332,4
2.221123217,4.06332,4
2.221168113,4.06332,4
2.221955817,4.06332,4
2.222147197,4.06332,4
2.222170182,4.06332,4
2.222979497,4.06332,4
2.223171187,4.06332,4
2.223183217,4.06332,4
2.224003337,4.06332,4
2.224180012,4.06332,4
2.224201734,4.06332,4
2.225027257,4.06332,4
2.225116131,4.06332,4
2.225222993,4.06332,4
2.226051217,4.06332,4
2.22609619,4.06332,4
2.226245622,4.06332,4
2.227075197,4.06332,4
2.22709822,4.06332,4
2.227268455,4.06332,4
2.228099187,4.06332,4
2.228111234,4.06332,4
2.228291816,4.06332,4
2.22899403,4.06332,4
2.229129742,4.06332,4
2.229315497,4.06332,4
2.229667141,4.06332,4
2.230150996,4.06332,4
2.230339337,4.06332,4
2.230515696,4.06332,4
2.231173622,4.06332,4
2.231363257,4.06332,4
2.231451974,4.06332,4
2.232196457,4.06332,4
2.232387217,4.06332,4
2.232432113,4.06332,4
2.233219817,4.06332,4
2.233411197,4.06332,4
2.233434182,4.06332,4
2.234243497,4.06332,4
2.234435187,4.06332,4
2.234447217,4.06332,4
2.235267337,4.06332,4
2.235444012,4.06332,4
2.235465734,4.06332,4
2.236291257,4.06332,4
2.236380131,4.06332,4
2.236486993,4.06332,4
2.237315217,4.06332,4
2.23736019,4.06332,4
2.237509622,4.06332,4
2.238339197,4.06332,4
2.23836222,4.06332,4
2.238532455,4.06332,4
2.239363188,4.06332,4
2.239375234,4.06332,4
2.239555816,4.06332,4
2.24025803,4.06332,4
2.240393742,4.06332,4
2.240579497,4.06332,4
2.240931141,4.06332,4
2.241414996,4.06332,4
2.241603337,4.06332,4
2.241779696,4.06332,4
2.242437622,4.06332,4
2.242627257,4.06332,4
2.242715974,4.06332,4
2.243460457,4.06332,4
2.243651217,4.06332,4
2.243696113,4.06332,4
2.244483817,4.06332,4
2.244675197,4.06332,4
2.244698182,4.06332,4
2.245507497,4.06332,4
2.245699188,4.06332,4
2.245711217,4.06332,4
2.246531337,4.06332,4
2.246708012,4.06333,4
2.246729734,4.06333,4
2.247555257,4.06333,4
2.247644131,4.06333,4
2.247750993,4.06333,4
2.248579217,4.06333,4
2.24862419,4.06333,4
2.248773622,4.06333,4
2.249603197,4.06333,4
2.24962622,4.06333,4
2.249796455,4.06333,4
2.250627188,4.06333,4
2.250639234,4.06333,4
2.250819816,4.06333,4
2.25152203,4.06333,4
2.251657742,4.06333,4
2.251843497,4.06333,4
2.252195141,4.06333,4
2.252678996,4.06333,4
2.252867337,4.06333,4
2.253043696,4.06333,4
2.253701622,4.06333,4
2.253891257,4.06333,4
2.253979974,4.06333,4
2.254724457,4.06333,4
2.254915217,4.06333,4
2.254960113,4.06333,4
2.255747817,4.06333,4
2.255939197,4.06333,4
2.255962182,4.06333,4
2.256771497,4.06333,4
2.256963187,4.06333,4
2.256975217,4.06333,4
2.257795337,4.06333,4
2.257972012,4.06333,4
2.257993734,4.06333,4
2.258819257,4.06333,4
2.258908131,4.06333,4
2.259014993,4.06333,4
2.259843217,4.06333,4
2.25988819,4.06333,4
2.260037622,4.06333,4
2.260867197,4.06333,4
2.26089022,4.06333,4
2.261060455,4.06333,4
2.261891187,4.06333,4
2.261903234,4.06333,4
2.262083816,4.06333,4
2.26278603,4.06333,4
2.262921742,4.06333,4
2.263107497,4.06333,4
2.263459141,4.06333,4
2.263942996,4.06333,4
2.264131337,4.06333,4
2.264307696,4.06333,4
2.264965622,4.06333,4
2.265155257,4.06333,4
2.265243974,4.06333,4
2.265988457,4.06333,4
2.266179217,4.06333,4
2.266224113,4.06333,4
2.267011817,4.06333,4
2.267203197,4.06333,4
2.267226182,4.06333,4
2.268035497,4.06333,4
2.268227188,4.06333,4
2.268239217,4.06333,4
2.269059337,4.06333,4
2.269236012,4.06333,4
2.269257734,4.06333,4
2.270083257,4.06333,4
2.270172131,4.06333,4
2.270278993,4.06333,4
2.271107217,4.06333,4
2.27115219,4.06333,4
2.271301622,4.06333,4
2.272131197,4.06333,4
2.27215422,4.06333,4
2.272324455,4.06333,4
2.273155188,4.06333,4
2.273167234,4.06333,4
2.273347816,4.06333,4
2.27405003,4.06333,4
2.274185742,4.06333,4
2.274371497,4.06333,4
2.274723141,4.06333,4
2.275206996,4.06333,4
2.275395337,4.06333,4
2.275571696,4.06333,4
2.276229622,4.06333,4
2.276419257,4.06333,4
2.276507974,4.06333,4
2.277252457,4.06333,4
2.277443217,4.06333,4
2.277488113,4.06333,4
2.278275817,4.06333,4
2.278467197,4.06333,4
2.278490182,4.06333,4
2.279299497,4.06333,4
2.279491188,4.06333,4
2.279503217,4.06333,4
2.280323337,4.06334,4
2.280500012,4.06334,4
2.280521734,4.06334,4
2.281347257,4.06334,4
2.281436131,4.06334,4
2.281542993,4.06334,4
2.282371217,4.06334,4
2.28241619,4.06334,4
2.282565622,4.06334,4
2.283395197,4.06334,4
2.28341822,4.06334,4
2.283588455,4.06334,4
2.284419188,4.06334,4
2.284431234,4.06334,4
2.284611816,4.06334,4
2.28531403,4.06334,4
2.285449742,4.06334,4
2.285635497,4.06334,4
2.285987141,4.06334,4
2.286470996,4.06334,4
2.286659337,4.06334,4
2.286835696,4.06334,4
2.287493622,4.06334,4
2.287683257,4.06334,4
2.287771974,4.06334,4
2.288516457,4.06334,4
2.288707217,4.06334,4
2.288752113,4.06334,4
2.289539817,4.06334,4
2.289731197,4.06334,4
2.289754182,4.06334,4
2.290563497,4.06334,4
2.290755187,4.06334,4
2.290767217,4.06334,4
2.291587337,4.06334,4
2.291764012,4.06334,4
2.291785734,4.06334,4
2.292611257,4.06334,4
2.292700131,4.06334,4
2.292806993,4.06334,4
2.293635217,4.06334,4
2.29368019,4.06334,4
2.293829622,4.06334,4
2.294659197,4.06334,4
2.29468222,4.06334,4
2.294852455,4.06334,4
2.295683187,4.06334,4
2.295695234,4.06334,4
2.295875816,4.06334,4
2.29657803,4.06334,4
2.296713742,4.06334,4
2.296899497,4.06334,4
2.297251141,4.06334,4
2.297734996,4.06334,4
2.297923337,4.06334,4
2.298099696,4.06334,4
2.298757622,4.06334,4
2.298947257,4.06334,4
2.299035974,4.06334,4
2.299780457,4.06334,4
2.299971217,4.06334,4
2.300016113,4.06334,4
2.300803817,4.06334,4
2.300995197,4.06334,4
2.301018182,4.06334,4
2.301827497,4.06334,4
2.302019188,4.06334,4
2.302031217,4.06334,4
2.302851337,4.06334,4
2.303028012,4.06334,4
2.303049734,4.06334,4
2.303875257,4.06334,4
2.303964131,4.06334,4
2.304070993,4.06334,4
2.304899217,4.06334,4
2.30494419,4.06334,4
2.305093622,4.06334,4
2.305923197,4.06334,4
2.30594622,4.06334,4
2.306116455,4.06334,4
2.306947188,4.06334,4
2.306959234,4.06334,4
2.307139816,4.06334,4
2.30784203,4.06334,4
2.307977742,4.06334,4
2.308163497,4.06334,4
2.308515141,4.06334,4
2.308998996,4.06334,4
2.309187337,4.06334,4
2.309363696,4.06334,4
2.310021622,4.06334,4
2.310211257,4.06334,4
2.310299974,4.06334,4
2.311044457,4.06334,4
2.311235217,4.06334,4
2.311280113,4.06334,4
2.312067817,4.06334,4
2.312259197,4.06334,4
2.312282182,4.06334,4
2.313091497,4.06334,4
2.313283188,4.06334,4
2.313295217,4.06334,4
2.314115337,4.06334,4
2.314292012,4.06334,4
2.314313734,4.06334,4
2.315139257,4.06334,4
2.315228131,4.06334,4
2.315334993,4.06334,4
2.316163217,4.06334,4
2.31620819,4.06334,4
2.316357622,4.06334,4
2.317187197,4.06334,4
2.31721022,4.06334,4
2.317380455,4.06334,4
2.318211187,4.06334,4
2.318223234,4.06334,4
2.318403816,4.06334,4
2.31910603,4.06334,4
2.319241742,4.06334,4
2.319427497,4.06334,4
2.319779141,4.06334,4
2.320262996,4.06334,4
2.320451337,4.06334,4
2.320627696,4.06334,4
2.321285622,4.06334,4
2.321475257,4.06334,4
2.321563974,4.06334,4
2.322308457,4.06334,4
2.322499217,4.06334,4
2.322544113,4.06334,4
2.323331817,4.06334,4
2.323523197,4.06334,4
2.323546182,4.06334,4
2.324355497,4.06334,4
2.324547187,4.06335,4
2.324559217,4.06335,4
2.325379337,4.06335,4
2.325556012,4.06335,4
2.325577734,4.06335,4
2.326403257,4.06335,4
2.326492131,4.06335,4
2.326598993,4.06335,4
2.327427217,4.06335,4
2.32747219,4.06335,4
2.327621622,4.06335,4
2.328451197,4.06335,4
2.32847422,4.06335,4
2.328644455,4.06335,4
2.329475187,4.06335,4
2.329487234,4.06335,4
2.329667816,4.06335,4
2.33037003,4.06335,4
2.330505742,4.06335,4
2.330691497,4.06335,4
2.331043141,4.06335,4
2.331526996,4.06335,4
2.331715337,4.06335,4
2.331891696,4.06335,4
2.332549622,4.06335,4
2.332739257,4.06335,4
2.332827974,4.06335,4
2.333572457,4.06335,4
2.333763217,4.06335,4
2.333808113,4.06335,4
2.334595817,4.06335,4
2.334787197,4.06335,4
2.334810182,4.06335,4
2.335619497,4.06335,4
2.335811188,4.06335,4
2.335823217,4.06335,4
2.336643337,4.06335,4
2.336820012,4.06335,4
2.336841734,4.06335,4
2.337667257,4.06335,4
2.337756131,4.06335,4
2.337862993,4.06335,4
2.338691217,4.06335,4
2.33873619,4.06335,4
2.338885622,4.06335,4
2.339715197,4.06335,4
2.33973822,4.06335,4
2.339908455,4.06335,4
2.340739188,4.06335,4
2.340751234,4.06335,4
2.340931816,4.06335,4
2.34163403,4.06335,4
2.341769742,4.06335,4
2.341955497,4.06335,4
2.342307141,4.06335,4
2.342790996,4.06335,4
2.342979337,4.06335,4
2.343155696,4.06335,4
2.343813622,4.06335,4
2.344003257,4.06335,4
2.344091974,4.06335,4
2.344836457,4.06335,4
2.345027217,4.06335,4
2.345072113,4.06335,4
2.345859817,4.06335,4
2.346051197,4.06335,4
2.346074182,4.06335,4
2.346883497,4.06335,4
2.347075187,4.06335,4
2.347087217,4.06335,4
2.347907337,4.06335,4
2.348084012,4.06335,4
2.348105734,4.06335,4
2.348931257,4.06335,4
2.349020131,4.06335,4
2.349126993,4.06335,4
2.349955217,4.06335,4
2.35000019,4.06335,4
2.350149622,4.06335,4
2.350979197,4.06335,4
2.35100222,4.06335,4
2.351172455,4.06335,4
2.352003187,4.06335,4
2.352015234,4.06335,4
2.352195816,4.06335,4
2.35289803,4.06335,4
2.353033742,4.06335,4
2.353219497,4.06335,4
2.353571141,4.06335,4
2.354054996,4.06335,4
2.354243337,4.06335,4
2.354419696,4.06335,4
2.355077622,4.06335,4
2.355267257,4.06335,4
2.355355974,4.06335,4
2.356100457,4.06335,4
